cgpa,experience_years,active_backlogs,placed,education,occupation
7.8,16,0,0,Bachelors,Prof-specialty
7.8,19,0,1,Bachelors,Prof-specialty
5.3999999999999995,3,0,0,HS-grad,Machine-op-inspct
7.8,32,0,1,Bachelors,Exec-managerial
5.3999999999999995,3,0,0,HS-grad,Other-service
5.3999999999999995,6,0,0,HS-grad,Craft-repair
5.3999999999999995,10,0,0,HS-grad,Adm-clerical
8.4,16,0,1,Masters,Sales
7.8,16,0,1,Bachelors,Exec-managerial
8.4,18,0,0,Masters,Exec-managerial
7.8,28,0,1,Bachelors,Sales
5.3999999999999995,2,0,0,HS-grad,Sales
8.4,14,0,1,Masters,Exec-managerial
5.3999999999999995,13,0,0,HS-grad,Exec-managerial
9.0,12,0,0,Prof-school,Prof-specialty
7.8,6,0,0,Bachelors,Sales
7.8,10,0,1,Bachelors,Protective-serv
3.0,22,0,0,9th,Craft-repair
7.8,4,0,0,Bachelors,Sales
6.0,17,0,0,Some-college,Adm-clerical
5.3999999999999995,15,0,0,HS-grad,Transport-moving
1.7999999999999998,18,0,0,5th-6th,Priv-house-serv
5.3999999999999995,41,0,0,HS-grad,Craft-repair
6.0,5,0,0,Some-college,Sales
6.0,28,0,0,Some-college,Craft-repair
5.3999999999999995,18,0,0,HS-grad,Other-service
4.2,7,0,1,11th,Transport-moving
6.6,3,0,0,Assoc-voc,Sales
5.3999999999999995,29,0,0,HS-grad,Craft-repair
5.3999999999999995,37,0,0,HS-grad,Other-service
5.3999999999999995,35,0,1,HS-grad,Sales
8.4,25,0,0,Masters,Prof-specialty
5.3999999999999995,31,0,0,HS-grad,Machine-op-inspct
5.3999999999999995,7,0,0,HS-grad,Exec-managerial
7.8,12,0,0,Bachelors,Prof-specialty
5.3999999999999995,38,0,0,HS-grad,Machine-op-inspct
5.3999999999999995,24,0,0,HS-grad,Craft-repair
6.0,23,0,1,Some-college,Sales
5.3999999999999995,14,0,0,HS-grad,Adm-clerical
5.3999999999999995,38,0,0,HS-grad,Adm-clerical
6.0,17,0,0,Some-college,Transport-moving
1.2,34,0,1,1st-4th,Exec-managerial
6.0,38,0,1,Some-college,Farming-fishing
6.0,26,0,0,Some-college,Other-service
5.3999999999999995,13,0,0,HS-grad,Craft-repair
7.199999999999999,42,0,1,Assoc-acdm,Adm-clerical
5.3999999999999995,11,0,0,HS-grad,Adm-clerical
7.8,6,0,0,Bachelors,Tech-support
4.2,-1,0,0,11th,Other-service
6.0,29,0,1,Some-college,Craft-repair
5.3999999999999995,17,0,0,HS-grad,Adm-clerical
6.0,7,0,0,Some-college,Adm-clerical
5.3999999999999995,4,0,0,HS-grad,Adm-clerical
5.3999999999999995,46,0,1,HS-grad,Craft-repair
6.6,16,0,0,Assoc-voc,Adm-clerical
7.8,8,0,0,Bachelors,Sales
5.3999999999999995,22,0,0,HS-grad,Machine-op-inspct
6.0,14,0,0,Some-college,Farming-fishing
5.3999999999999995,9,0,0,HS-grad,Other-service
7.8,22,0,1,Bachelors,Adm-clerical
6.0,4,0,0,Some-college,Farming-fishing
6.0,22,0,0,Some-college,Craft-repair
5.3999999999999995,3,0,0,HS-grad,Craft-repair
5.3999999999999995,27,0,0,HS-grad,Sales
8.4,15,0,0,Masters,Prof-specialty
7.8,23,0,1,Bachelors,Sales
6.0,2,0,0,Some-college,Craft-repair
6.0,46,0,0,Some-college,Other-service
6.0,3,0,0,Some-college,Exec-managerial
7.8,41,0,1,Bachelors,Exec-managerial
7.199999999999999,27,0,1,Assoc-acdm,Adm-clerical
7.8,22,0,1,Bachelors,Prof-specialty
5.3999999999999995,1,0,0,HS-grad,Machine-op-inspct
5.3999999999999995,39,0,1,HS-grad,Machine-op-inspct
6.6,9,0,0,Assoc-voc,Transport-moving
5.3999999999999995,18,0,0,HS-grad,Other-service
6.0,4,0,0,Some-college,Adm-clerical
7.8,13,0,1,Bachelors,Protective-serv
6.6,14,0,0,Assoc-voc,Prof-specialty
7.8,14,0,0,Bachelors,Protective-serv
6.0,23,0,1,Some-college,Sales
9.6,26,0,1,Doctorate,Prof-specialty
3.5999999999999996,52,0,0,10th,Machine-op-inspct
3.5999999999999996,40,0,0,10th,Transport-moving
6.0,15,0,0,Some-college,Adm-clerical
5.3999999999999995,13,0,0,HS-grad,Tech-support
7.8,25,0,0,Bachelors,Exec-managerial
6.0,3,0,0,Some-college,Other-service
7.8,30,0,0,Bachelors,Exec-managerial
7.8,26,0,1,Bachelors,Sales
3.5999999999999996,4,0,0,10th,Craft-repair
7.8,35,0,0,Bachelors,Exec-managerial
5.3999999999999995,0,0,0,HS-grad,Sales
3.5999999999999996,57,0,0,10th,Transport-moving
7.8,3,0,0,Bachelors,Other-service
5.3999999999999995,39,0,0,HS-grad,Craft-repair
6.0,4,0,0,Some-college,Other-service
5.3999999999999995,27,0,0,HS-grad,Machine-op-inspct
5.3999999999999995,20,0,0,HS-grad,Farming-fishing
5.3999999999999995,44,0,0,HS-grad,Machine-op-inspct
5.3999999999999995,1,0,0,HS-grad,Other-service
5.3999999999999995,28,0,0,HS-grad,Exec-managerial
7.8,26,0,1,Bachelors,Exec-managerial
9.0,17,0,1,Prof-school,Prof-specialty
3.5999999999999996,46,0,1,10th,Prof-specialty
6.0,4,0,0,Some-college,Other-service
6.6,22,0,0,Assoc-voc,Craft-repair
6.0,27,0,0,Some-college,Craft-repair
5.3999999999999995,18,0,0,HS-grad,Adm-clerical
5.3999999999999995,21,0,0,HS-grad,Other-service
5.3999999999999995,1,0,0,HS-grad,Other-service
6.0,10,0,0,Some-college,Protective-serv
6.0,5,0,0,Some-college,Machine-op-inspct
7.8,9,0,0,Bachelors,Prof-specialty
6.0,22,0,1,Some-college,Craft-repair
3.5999999999999996,3,0,0,10th,Sales
5.3999999999999995,0,0,0,HS-grad,Sales
5.3999999999999995,13,0,0,HS-grad,Craft-repair
8.4,40,0,0,Masters,Sales
3.5999999999999996,48,0,0,10th,Other-service
6.0,26,0,1,Some-college,Transport-moving
5.3999999999999995,17,0,0,HS-grad,Other-service
7.8,4,0,0,Bachelors,Prof-specialty
6.6,14,0,0,Assoc-voc,Prof-specialty
5.3999999999999995,22,0,0,HS-grad,Craft-repair
3.5999999999999996,15,0,0,10th,Other-service
5.3999999999999995,34,0,0,HS-grad,Transport-moving
5.3999999999999995,26,0,1,HS-grad,Craft-repair
6.0,2,0,0,Some-college,Prof-specialty
5.3999999999999995,32,0,1,HS-grad,Transport-moving
3.5999999999999996,21,0,0,10th,Craft-repair
5.3999999999999995,3,0,0,HS-grad,Adm-clerical
6.0,6,0,0,Some-college,Craft-repair
6.0,11,0,0,Some-college,Sales
5.3999999999999995,6,0,0,HS-grad,Adm-clerical
7.8,35,0,0,Bachelors,Machine-op-inspct
6.0,26,0,0,Some-college,Sales
5.3999999999999995,21,0,0,HS-grad,Machine-op-inspct
5.3999999999999995,18,0,0,HS-grad,Craft-repair
5.3999999999999995,8,0,0,HS-grad,Adm-clerical
5.3999999999999995,1,0,0,HS-grad,Exec-managerial
6.0,7,0,0,Some-college,Other-service
5.3999999999999995,18,0,0,HS-grad,Handlers-cleaners
7.8,21,0,1,Bachelors,Prof-specialty
9.0,23,0,1,Prof-school,Prof-specialty
5.3999999999999995,20,0,0,HS-grad,Machine-op-inspct
5.3999999999999995,27,0,1,HS-grad,Exec-managerial
6.0,31,0,1,Some-college,Prof-specialty
1.7999999999999998,12,0,0,5th-6th,Machine-op-inspct
8.4,29,0,1,Masters,Exec-managerial
7.199999999999999,6,0,0,Assoc-acdm,Adm-clerical
6.0,18,0,1,Some-college,Adm-clerical
6.0,29,0,0,Some-college,Prof-specialty
7.8,43,0,1,Bachelors,Sales
5.3999999999999995,12,0,0,HS-grad,Transport-moving
5.3999999999999995,29,0,0,HS-grad,Other-service
5.3999999999999995,30,0,0,HS-grad,Sales
7.8,15,0,0,Bachelors,Craft-repair
8.4,32,0,1,Masters,Exec-managerial
6.6,34,0,1,Assoc-voc,Craft-repair
6.0,16,0,0,Some-college,Handlers-cleaners
6.0,25,0,0,Some-college,Other-service
4.2,45,0,0,11th,Sales
5.3999999999999995,16,0,0,HS-grad,Adm-clerical
5.3999999999999995,4,0,0,HS-grad,Other-service
5.3999999999999995,46,0,0,HS-grad,Craft-repair
2.4,56,0,0,7th-8th,Farming-fishing
5.3999999999999995,18,0,0,HS-grad,Adm-clerical
8.4,37,0,0,Masters,Prof-specialty
6.0,22,0,0,Some-college,Craft-repair
6.0,31,0,0,Some-college,Sales
5.3999999999999995,32,0,1,HS-grad,Sales
6.0,13,0,1,Some-college,Exec-managerial
5.3999999999999995,46,0,0,HS-grad,Prof-specialty
6.0,11,0,0,Some-college,Other-service
5.3999999999999995,29,0,0,HS-grad,Machine-op-inspct
5.3999999999999995,34,0,1,HS-grad,Transport-moving
7.8,10,0,0,Bachelors,Prof-specialty
5.3999999999999995,31,0,1,HS-grad,Craft-repair
8.4,28,0,1,Masters,Sales
6.0,29,0,1,Some-college,Transport-moving
8.4,15,0,1,Masters,Exec-managerial
8.4,13,0,1,Masters,Exec-managerial
7.8,36,0,0,Bachelors,Prof-specialty
5.3999999999999995,27,0,0,HS-grad,Handlers-cleaners
6.0,7,0,1,Some-college,Sales
7.8,47,0,0,Bachelors,Exec-managerial
5.3999999999999995,30,0,1,HS-grad,Craft-repair
7.8,16,0,0,Bachelors,Sales
9.6,11,0,1,Doctorate,Prof-specialty
5.3999999999999995,29,0,0,HS-grad,Prof-specialty
6.0,16,0,0,Some-college,Craft-repair
6.6,11,0,0,Assoc-voc,Craft-repair
6.0,3,0,0,Some-college,Other-service
6.0,27,0,0,Some-college,Transport-moving
5.3999999999999995,15,0,1,HS-grad,Adm-clerical
6.6,37,0,0,Assoc-voc,Exec-managerial
3.5999999999999996,17,0,0,10th,Sales
5.3999999999999995,25,0,0,HS-grad,Machine-op-inspct
4.2,1,0,0,11th,Handlers-cleaners
7.8,36,0,1,Bachelors,Sales
5.3999999999999995,1,0,0,HS-grad,Transport-moving
9.6,28,0,1,Doctorate,Prof-specialty
5.3999999999999995,36,0,0,HS-grad,Craft-repair
5.3999999999999995,29,0,0,HS-grad,Other-service
6.0,21,0,0,Some-college,Exec-managerial
7.8,14,0,1,Bachelors,Exec-managerial
9.0,31,0,1,Prof-school,Prof-specialty
8.4,36,0,0,Masters,Prof-specialty
6.0,11,0,0,Some-college,Tech-support
5.3999999999999995,17,0,0,HS-grad,Machine-op-inspct
5.3999999999999995,19,0,0,HS-grad,Transport-moving
6.6,38,0,1,Assoc-voc,Craft-repair
6.0,19,0,1,Some-college,Craft-repair
2.4,62,0,0,7th-8th,Farming-fishing
5.3999999999999995,39,0,0,HS-grad,Sales
6.6,25,0,1,Assoc-voc,Exec-managerial
4.2,12,0,0,11th,Sales
3.5999999999999996,20,0,0,10th,Craft-repair
7.8,8,0,0,Bachelors,Tech-support
7.8,8,0,0,Bachelors,Exec-managerial
5.3999999999999995,33,0,0,HS-grad,Craft-repair
5.3999999999999995,14,0,0,HS-grad,Handlers-cleaners
5.3999999999999995,32,0,0,HS-grad,Machine-op-inspct
5.3999999999999995,2,0,0,HS-grad,Priv-house-serv
5.3999999999999995,36,0,0,HS-grad,Sales
7.8,5,0,0,Bachelors,Handlers-cleaners
1.7999999999999998,28,0,0,5th-6th,Craft-repair
7.8,31,0,0,Bachelors,Prof-specialty
5.3999999999999995,33,0,0,HS-grad,Transport-moving
5.3999999999999995,40,0,1,HS-grad,Sales
7.8,29,0,1,Bachelors,Sales
3.5999999999999996,11,0,0,10th,Farming-fishing
5.3999999999999995,15,0,0,HS-grad,Farming-fishing
5.3999999999999995,9,0,0,HS-grad,Other-service
8.4,32,0,0,Masters,Prof-specialty
6.0,10,0,0,Some-college,Prof-specialty
6.0,14,0,0,Some-college,Adm-clerical
7.8,18,0,0,Bachelors,Sales
6.0,1,0,0,Some-college,Sales
5.3999999999999995,16,0,1,HS-grad,Craft-repair
7.8,11,0,0,Bachelors,Protective-serv
8.4,18,0,0,Masters,Prof-specialty
5.3999999999999995,32,0,0,HS-grad,Craft-repair
7.8,38,0,1,Bachelors,Exec-managerial
6.0,8,0,0,Some-college,Exec-managerial
8.4,25,0,1,Masters,Exec-managerial
7.8,9,0,0,Bachelors,Adm-clerical
7.199999999999999,19,0,1,Assoc-acdm,Exec-managerial
7.8,7,0,0,Bachelors,Craft-repair
5.3999999999999995,27,0,0,HS-grad,Adm-clerical
6.0,3,0,0,Some-college,Tech-support
5.3999999999999995,26,0,0,HS-grad,Adm-clerical
7.8,12,0,0,Bachelors,Exec-managerial
5.3999999999999995,14,0,0,HS-grad,Adm-clerical
4.2,0,0,0,11th,Handlers-cleaners
5.3999999999999995,24,0,0,HS-grad,Other-service
6.0,25,0,0,Some-college,Exec-managerial
5.3999999999999995,18,0,0,HS-grad,Machine-op-inspct
6.0,14,0,1,Some-college,Sales
6.0,14,0,0,Some-college,Sales
6.6,20,0,0,Assoc-voc,Craft-repair
5.3999999999999995,7,0,0,HS-grad,Transport-moving
5.3999999999999995,9,0,0,HS-grad,Protective-serv
5.3999999999999995,29,0,0,HS-grad,Craft-repair
5.3999999999999995,21,0,0,HS-grad,Craft-repair
7.199999999999999,13,0,1,Assoc-acdm,Prof-specialty
7.8,19,0,1,Bachelors,Prof-specialty
7.8,5,0,0,Bachelors,Exec-managerial
7.8,14,0,0,Bachelors,Exec-managerial
7.8,7,0,0,Bachelors,Craft-repair
6.0,6,0,0,Some-college,Other-service
7.8,13,0,1,Bachelors,Prof-specialty
7.8,21,0,0,Bachelors,Prof-specialty
5.3999999999999995,23,0,0,HS-grad,Adm-clerical
5.3999999999999995,23,0,0,HS-grad,Adm-clerical
5.3999999999999995,15,0,1,HS-grad,Adm-clerical
7.8,20,0,1,Bachelors,Sales
6.0,10,0,0,Some-college,Craft-repair
5.3999999999999995,9,0,0,HS-grad,Farming-fishing
5.3999999999999995,21,0,0,HS-grad,Transport-moving
5.3999999999999995,25,0,1,HS-grad,Exec-managerial
6.0,3,0,0,Some-college,Handlers-cleaners
6.0,29,0,0,Some-college,Transport-moving
5.3999999999999995,15,0,0,HS-grad,Transport-moving
7.8,22,0,1,Bachelors,Machine-op-inspct
5.3999999999999995,30,0,1,HS-grad,Transport-moving
6.0,6,0,0,Some-college,Prof-specialty
3.5999999999999996,32,0,0,10th,Farming-fishing
9.6,22,0,1,Doctorate,Prof-specialty
4.8,0,0,0,12th,Other-service
7.8,11,0,0,Bachelors,Other-service
5.3999999999999995,40,0,0,HS-grad,Adm-clerical
6.6,19,0,0,Assoc-voc,Sales
6.0,40,0,0,Some-college,Adm-clerical
4.2,35,0,0,11th,Other-service
9.0,24,0,0,Prof-school,Prof-specialty
3.5999999999999996,-1,0,0,10th,Other-service
7.8,37,0,1,Bachelors,Exec-managerial
5.3999999999999995,55,0,0,HS-grad,Exec-managerial
5.3999999999999995,18,0,0,HS-grad,Machine-op-inspct
5.3999999999999995,25,0,0,HS-grad,Craft-repair
5.3999999999999995,21,0,0,HS-grad,Handlers-cleaners
2.4,35,0,0,7th-8th,Machine-op-inspct
5.3999999999999995,3,0,0,HS-grad,Protective-serv
5.3999999999999995,3,0,0,HS-grad,Other-service
8.4,16,0,0,Masters,Exec-managerial
6.0,29,0,0,Some-college,Prof-specialty
6.6,34,0,1,Assoc-voc,Craft-repair
5.3999999999999995,34,0,1,HS-grad,Exec-managerial
7.8,17,0,0,Bachelors,Transport-moving
6.0,38,0,0,Some-college,Farming-fishing
6.0,15,0,0,Some-college,Craft-repair
6.6,32,0,1,Assoc-voc,Craft-repair
7.8,7,0,0,Bachelors,Exec-managerial
5.3999999999999995,33,0,0,HS-grad,Craft-repair
5.3999999999999995,41,0,0,HS-grad,Other-service
6.6,15,0,0,Assoc-voc,Tech-support
7.199999999999999,19,0,0,Assoc-acdm,Adm-clerical
6.0,19,0,0,Some-college,Exec-managerial
6.0,13,0,0,Some-college,Adm-clerical
5.3999999999999995,31,0,0,HS-grad,Farming-fishing
5.3999999999999995,34,0,1,HS-grad,Transport-moving
5.3999999999999995,14,0,0,HS-grad,Exec-managerial
8.4,43,0,0,Masters,Sales
7.8,10,0,0,Bachelors,Prof-specialty
4.8,21,0,0,12th,Transport-moving
7.8,12,0,0,Bachelors,Machine-op-inspct
5.3999999999999995,10,0,0,HS-grad,Prof-specialty
7.8,5,0,0,Bachelors,Prof-specialty
6.0,32,0,0,Some-college,Exec-managerial
6.0,36,0,0,Some-college,Exec-managerial
5.3999999999999995,48,0,0,HS-grad,Sales
3.5999999999999996,22,0,0,10th,Machine-op-inspct
5.3999999999999995,27,0,0,HS-grad,Sales
5.3999999999999995,16,0,1,HS-grad,Craft-repair
6.0,6,0,0,Some-college,Craft-repair
5.3999999999999995,26,0,0,HS-grad,Transport-moving
4.2,-1,0,0,11th,Sales
6.6,10,0,0,Assoc-voc,Other-service
6.0,5,0,0,Some-college,Protective-serv
6.6,12,0,1,Assoc-voc,Sales
9.0,25,0,1,Prof-school,Prof-specialty
9.0,45,0,0,Prof-school,Prof-specialty
2.4,25,0,0,7th-8th,Farming-fishing
5.3999999999999995,8,0,0,HS-grad,Other-service
7.199999999999999,8,0,0,Assoc-acdm,Exec-managerial
6.0,5,0,0,Some-college,Machine-op-inspct
3.5999999999999996,38,0,0,10th,Craft-repair
5.3999999999999995,30,0,0,HS-grad,Transport-moving
3.5999999999999996,10,0,0,10th,Handlers-cleaners
6.0,5,0,0,Some-college,Craft-repair
8.4,29,0,1,Masters,Prof-specialty
5.3999999999999995,19,0,0,HS-grad,Machine-op-inspct
5.3999999999999995,36,0,0,HS-grad,Farming-fishing
6.0,15,0,0,Some-college,Other-service
5.3999999999999995,56,0,1,HS-grad,Adm-clerical
5.3999999999999995,14,0,1,HS-grad,Craft-repair
5.3999999999999995,32,0,1,HS-grad,Transport-moving
5.3999999999999995,18,0,0,HS-grad,Machine-op-inspct
9.6,40,0,1,Doctorate,Prof-specialty
7.8,21,0,1,Bachelors,Protective-serv
8.4,14,0,1,Masters,Sales
7.8,44,0,0,Bachelors,Sales
5.3999999999999995,4,0,0,HS-grad,Sales
5.3999999999999995,1,0,0,HS-grad,Other-service
4.2,0,0,0,11th,Handlers-cleaners
6.0,9,0,0,Some-college,Sales
6.0,15,0,0,Some-college,Other-service
7.8,14,0,1,Bachelors,Prof-specialty
7.8,27,0,0,Bachelors,Prof-specialty
5.3999999999999995,29,0,1,HS-grad,Craft-repair
7.8,8,0,0,Bachelors,Protective-serv
7.199999999999999,41,0,1,Assoc-acdm,Craft-repair
6.0,22,0,0,Some-college,Sales
6.0,3,0,0,Some-college,Transport-moving
5.3999999999999995,12,0,0,HS-grad,Craft-repair
6.0,6,0,0,Some-college,Exec-managerial
5.3999999999999995,19,0,0,HS-grad,Craft-repair
9.6,11,0,1,Doctorate,Prof-specialty
5.3999999999999995,7,0,0,HS-grad,Other-service
6.0,3,0,0,Some-college,Prof-specialty
7.8,41,0,1,Bachelors,Craft-repair
6.0,27,0,0,Some-college,Adm-clerical
5.3999999999999995,7,0,0,HS-grad,Exec-managerial
5.3999999999999995,2,0,0,HS-grad,Sales
8.4,30,0,1,Masters,Prof-specialty
7.8,38,0,1,Bachelors,Exec-managerial
6.0,13,0,0,Some-college,Craft-repair
5.3999999999999995,12,0,0,HS-grad,Machine-op-inspct
3.5999999999999996,38,0,0,10th,Other-service
5.3999999999999995,36,0,0,HS-grad,Adm-clerical
5.3999999999999995,4,0,0,HS-grad,Machine-op-inspct
5.3999999999999995,26,0,0,HS-grad,Transport-moving
5.3999999999999995,8,0,0,HS-grad,Craft-repair
5.3999999999999995,12,0,1,HS-grad,Tech-support
7.8,11,0,1,Bachelors,Exec-managerial
5.3999999999999995,15,0,0,HS-grad,Craft-repair
6.0,35,0,0,Some-college,Prof-specialty
3.5999999999999996,20,0,0,10th,Machine-op-inspct
6.0,9,0,0,Some-college,Adm-clerical
4.2,6,0,0,11th,Exec-managerial
6.6,10,0,0,Assoc-voc,Other-service
7.8,32,0,0,Bachelors,Exec-managerial
7.8,5,0,0,Bachelors,Adm-clerical
6.0,44,0,0,Some-college,Craft-repair
5.3999999999999995,35,0,0,HS-grad,Sales
5.3999999999999995,13,0,0,HS-grad,Prof-specialty
3.5999999999999996,16,0,0,10th,Other-service
6.6,20,0,0,Assoc-voc,Craft-repair
6.0,23,0,0,Some-college,Prof-specialty
9.0,30,0,1,Prof-school,Prof-specialty
6.6,4,0,0,Assoc-voc,Other-service
7.8,32,0,1,Bachelors,Exec-managerial
3.0,12,0,0,9th,Craft-repair
9.6,36,0,1,Doctorate,Exec-managerial
5.3999999999999995,1,0,0,HS-grad,Craft-repair
3.0,34,0,0,9th,Transport-moving
5.3999999999999995,8,0,0,HS-grad,Other-service
5.3999999999999995,41,0,0,HS-grad,Adm-clerical
7.8,14,0,0,Bachelors,Prof-specialty
6.0,13,0,0,Some-college,Exec-managerial
7.8,12,0,0,Bachelors,Prof-specialty
2.4,17,0,0,7th-8th,Machine-op-inspct
6.0,16,0,1,Some-college,Craft-repair
4.2,3,0,0,11th,Other-service
5.3999999999999995,33,0,0,HS-grad,Sales
6.0,29,0,1,Some-college,Machine-op-inspct
5.3999999999999995,15,0,0,HS-grad,Protective-serv
9.0,20,0,1,Prof-school,Prof-specialty
4.8,21,0,0,12th,Tech-support
5.3999999999999995,17,0,1,HS-grad,Craft-repair
7.8,10,0,0,Bachelors,Sales
6.0,26,0,0,Some-college,Adm-clerical
6.0,12,0,1,Some-college,Adm-clerical
4.2,11,0,0,11th,Handlers-cleaners
6.0,32,0,0,Some-college,Other-service
5.3999999999999995,4,0,0,HS-grad,Craft-repair
7.8,24,0,1,Bachelors,Exec-managerial
7.8,21,0,0,Bachelors,Adm-clerical
9.6,30,0,1,Doctorate,Prof-specialty
5.3999999999999995,56,0,0,HS-grad,Other-service
6.0,13,0,0,Some-college,Adm-clerical
6.0,20,0,0,Some-college,Prof-specialty
7.8,9,0,0,Bachelors,Adm-clerical
5.3999999999999995,10,0,0,HS-grad,Transport-moving
6.0,12,0,0,Some-college,Machine-op-inspct
7.8,7,0,0,Bachelors,Exec-managerial
8.4,17,0,0,Masters,Craft-repair
5.3999999999999995,5,0,0,HS-grad,Adm-clerical
7.8,30,0,1,Bachelors,Adm-clerical
5.3999999999999995,10,0,0,HS-grad,Adm-clerical
6.0,1,0,0,Some-college,Other-service
6.0,13,0,0,Some-college,Other-service
7.8,23,0,1,Bachelors,Prof-specialty
5.3999999999999995,15,0,0,HS-grad,Sales
5.3999999999999995,18,0,1,HS-grad,Craft-repair
5.3999999999999995,12,0,0,HS-grad,Adm-clerical
2.4,7,0,0,7th-8th,Handlers-cleaners
6.6,22,0,1,Assoc-voc,Sales
4.2,0,0,0,11th,Prof-specialty
5.3999999999999995,10,0,0,HS-grad,Sales
6.6,24,0,0,Assoc-voc,Adm-clerical
7.8,11,0,0,Bachelors,Prof-specialty
6.0,13,0,1,Some-college,Craft-repair
8.4,39,0,1,Masters,Prof-specialty
5.3999999999999995,12,0,0,HS-grad,Other-service
7.8,24,0,0,Bachelors,Farming-fishing
6.0,47,0,0,Some-college,Adm-clerical
6.0,1,0,0,Some-college,Other-service
8.4,10,0,0,Masters,Prof-specialty
8.4,27,0,1,Masters,Prof-specialty
3.5999999999999996,3,0,0,10th,Craft-repair
7.8,28,0,1,Bachelors,Exec-managerial
6.6,27,0,0,Assoc-voc,Exec-managerial
5.3999999999999995,14,0,0,HS-grad,Prof-specialty
2.4,41,0,0,7th-8th,Farming-fishing
7.8,38,0,1,Bachelors,Adm-clerical
5.3999999999999995,31,0,0,HS-grad,Adm-clerical
7.8,43,0,1,Bachelors,Prof-specialty
2.4,33,0,0,7th-8th,Transport-moving
2.4,10,0,0,7th-8th,Other-service
7.8,25,0,1,Bachelors,Prof-specialty
5.3999999999999995,14,0,0,HS-grad,Craft-repair
8.4,17,0,1,Masters,Exec-managerial
7.8,6,0,0,Bachelors,Sales
5.3999999999999995,1,0,0,HS-grad,Other-service
6.0,27,0,1,Some-college,Tech-support
5.3999999999999995,30,0,0,HS-grad,Craft-repair
5.3999999999999995,35,0,0,HS-grad,Craft-repair
8.4,25,0,1,Masters,Prof-specialty
6.0,23,0,0,Some-college,Sales
6.6,10,0,0,Assoc-voc,Adm-clerical
3.5999999999999996,40,0,1,10th,Transport-moving
5.3999999999999995,38,0,1,HS-grad,Exec-managerial
7.8,30,0,1,Bachelors,Prof-specialty
4.8,2,0,0,12th,Adm-clerical
5.3999999999999995,26,0,0,HS-grad,Machine-op-inspct
5.3999999999999995,8,0,0,HS-grad,Machine-op-inspct
7.8,22,0,0,Bachelors,Exec-managerial
5.3999999999999995,40,0,0,HS-grad,Exec-managerial
5.3999999999999995,35,0,1,HS-grad,Other-service
5.3999999999999995,6,0,0,HS-grad,Craft-repair
6.0,26,0,0,Some-college,Exec-managerial
5.3999999999999995,5,0,0,HS-grad,Adm-clerical
7.8,25,0,0,Bachelors,Prof-specialty
5.3999999999999995,19,0,0,HS-grad,Machine-op-inspct
7.8,5,0,0,Bachelors,Sales
4.2,15,0,0,11th,Craft-repair
4.2,21,0,0,11th,Other-service
8.4,35,0,1,Masters,Exec-managerial
6.0,34,0,0,Some-college,Exec-managerial
9.6,29,0,1,Doctorate,Prof-specialty
5.3999999999999995,23,0,0,HS-grad,Sales
6.0,22,0,0,Some-college,Other-service
5.3999999999999995,18,0,1,HS-grad,Prof-specialty
5.3999999999999995,3,0,0,HS-grad,Adm-clerical
4.8,11,0,0,12th,Tech-support
6.0,36,0,1,Some-college,Sales
1.2,63,0,0,1st-4th,Prof-specialty
6.0,32,0,1,Some-college,Exec-managerial
8.4,35,0,0,Masters,Prof-specialty
5.3999999999999995,44,0,0,HS-grad,Exec-managerial
6.0,2,0,0,Some-college,Other-service
7.8,9,0,0,Bachelors,Prof-specialty
1.7999999999999998,62,0,0,5th-6th,Other-service
6.0,30,0,1,Some-college,Adm-clerical
5.3999999999999995,4,0,0,HS-grad,Sales
8.4,37,0,1,Masters,Prof-specialty
5.3999999999999995,31,0,0,HS-grad,Other-service
7.8,46,0,0,Bachelors,Prof-specialty
7.8,22,0,1,Bachelors,Exec-managerial
6.0,6,0,0,Some-college,Transport-moving
5.3999999999999995,38,0,0,HS-grad,Transport-moving
4.8,0,0,0,12th,Handlers-cleaners
3.5999999999999996,13,0,0,10th,Other-service
4.8,20,0,0,12th,Other-service
4.2,-1,0,0,11th,Farming-fishing
6.0,13,0,0,Some-college,Sales
6.0,4,0,0,Some-college,Sales
7.8,23,0,1,Bachelors,Exec-managerial
5.3999999999999995,30,0,1,HS-grad,Transport-moving
3.5999999999999996,0,0,0,10th,Other-service
5.3999999999999995,19,0,0,HS-grad,Other-service
6.0,2,0,0,Some-college,Other-service
6.0,4,0,1,Some-college,Other-service
8.4,18,0,1,Masters,Exec-managerial
7.8,21,0,1,Bachelors,Adm-clerical
5.3999999999999995,8,0,0,HS-grad,Farming-fishing
5.3999999999999995,9,0,0,HS-grad,Sales
6.0,14,0,0,Some-college,Sales
6.6,18,0,0,Assoc-voc,Craft-repair
5.3999999999999995,11,0,0,HS-grad,Prof-specialty
5.3999999999999995,25,0,0,HS-grad,Transport-moving
5.3999999999999995,12,0,1,HS-grad,Sales
6.0,32,0,1,Some-college,Sales
6.0,13,0,0,Some-college,Sales
6.0,0,0,0,Some-college,Sales
5.3999999999999995,7,0,0,HS-grad,Farming-fishing
6.0,15,0,0,Some-college,Craft-repair
6.0,12,0,0,Some-college,Sales
5.3999999999999995,40,0,1,HS-grad,Handlers-cleaners
5.3999999999999995,1,0,0,HS-grad,Craft-repair
7.8,43,0,0,Bachelors,Prof-specialty
7.8,8,0,0,Bachelors,Adm-clerical
7.8,14,0,1,Bachelors,Tech-support
